palay_production_mt,rainfall,tmax,tmin,rh,wind_speed,avg_yield_ton_per_ha,rice_area_ha
1.4655586459673053,-0.6731475913787679,-2.247701132959837,-2.1708387416116994,0.6196114477901995,1.0175716594748905,0.01618748262723873,0.4013571376207081
1.4655586459673053,-0.608385779950514,-1.8418148244451065,-2.492196519861079,-0.863747629213766,1.0175716594748905,0.01618748262723873,0.4013571376207081
1.4655586459673053,-1.1467183374478744,-0.5226843217722269,-1.8494809633623148,-1.7537630754161453,1.0175716594748905,0.01618748262723873,0.4013571376207081
-0.9050317381619951,-1.0688017830732564,0.6949746037719683,0.7213812626327237,-2.0504348908169385,1.0175716594748905,0.01618748262723873,0.4013571376207081
-0.9050317381619951,-1.3157061891434745,1.7096903750587982,1.6854545973808668,-2.0504348908169385,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.9050317381619951,0.8062550384354067,0.6949746037719683,0.4000234843833446,0.32293963238940643,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.8889096599239015,0.04125614093915769,-0.015326436128811974,-0.40337096124010596,0.026267816988613295,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.8889096599239015,0.47232694825847255,-0.015326436128811974,-0.24269207211541358,0.6196114477901995,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.8889096599239015,0.811314554953239,-0.31974116751486165,-0.5640498503647984,1.2129550785917858,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.5880864405768176,-0.22386252459525652,0.1876167181285533,-0.24269207211541358,0.026267816988613295,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.5880864405768176,-1.1538016605728396,-0.015326436128811974,0.7213812626327237,-0.2704039984121798,1.0175716594748905,0.01618748262723873,0.4013571376207081
1.5880864405768176,-0.5021359330760349,-0.7256274760295922,-0.40337096124010596,0.6196114477901995,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.5251504330534403,-0.8195362692947168,-0.4212127446435425,-0.40337096124010596,-0.17151339327858353,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.5251504330534403,-1.1369366055133987,-0.1167980132574964,-0.40337096124010596,-0.9626382343473623,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.0321971829273462,-1.4543369417320802,0.1876167181285533,-0.40337096124010596,-1.7537630754161453,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-1.2552032774933908,-1.485705944142641,2.0141051064448514,1.6854545973808668,-2.0504348908169385,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-1.2552032774933908,0.18595831334916257,2.0141051064448514,1.6854545973808668,-1.1604194446145593,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-1.2552032774933908,0.6696480924539336,0.9993893351580215,0.4000234843833446,-0.2704039984121798,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-1.002409090720081,2.3332171235172057,0.2890882952572377,0.07866570613396554,0.6196114477901995,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-1.002409090720081,-1.2853490900364803,1.405275643672752,1.5247757082561744,-1.1604194446145593,1.0175716594748905,0.01618748262723873,0.4013571376207081
-1.002409090720081,0.9337548546847817,1.1008609122866988,-0.08201318299072687,0.6196114477901995,-1.5701602427658903,0.01618748262723873,0.4013571376207081
2.004680942249159,2.5619072701232266,0.08614514099987246,-0.24269207211541358,1.5096268939925788,-0.27629429164549985,0.01618748262723873,0.4013571376207081
2.004680942249159,0.11816079201020913,-0.8270990531582766,-0.5640498503647984,0.9162832631909926,-0.27629429164549985,0.01618748262723873,0.4013571376207081
2.004680942249159,0.4622079152228079,-0.7256274760295922,-0.24269207211541358,1.5096268939925788,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.3352922538035081,1.3638137587005301,-2.247701132959837,-1.2067654068635565,1.5096268939925788,1.0175716594748905,0.01618748262723873,0.4013571376207081
1.3352922538035081,-1.0738612995910888,-1.7403432473164222,-1.6888020742376282,0.026267816988613295,2.311437610595281,0.01618748262723873,0.4013571376207081
1.3352922538035081,-0.547671581736526,-1.030042207415642,-1.0460865177388643,0.32293963238940643,1.0175716594748905,0.01618748262723873,0.4013571376207081
-0.97983818118675,0.7758979393284127,-0.1167980132574928,-0.40337096124010596,0.32293963238940643,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.97983818118675,-0.731837982985623,0.9993893351580215,1.3640968191314877,0.32293963238940643,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.97983818118675,0.5542911158473566,0.8979177580293372,0.4000234843833446,0.32293963238940643,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.5419625362401246,0.43387462272294697,-0.1167980132574928,-0.5640498503647984,1.2129550785917858,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.5419625362401246,0.8366121375424006,0.7964461809006527,-0.24269207211541358,0.6196114477901995,-0.27629429164549985,0.01618748262723873,0.4013571376207081
-0.5419625362401246,2.1207174297682476,0.39055987238592216,-0.5640498503647984,1.5096268939925788,-1.5701602427658903,0.01618748262723873,0.4013571376207081
-0.5251504330534403,0.9479215009347123,0.03540935243553024,0.07866570613395983,1.2129550785917858,-0.923227267205695,0.01618748262723873,0.4013571376207081
1.5900210899653888,-0.2248744278988231,-0.31974116751486165,0.7213812626327237,0.9162832631909926,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.5900210899653888,-0.18439829575616426,-1.030042207415642,-0.8854076286141774,1.2129550785917858,-0.27629429164549985,0.01618748262723873,0.4013571376207081
1.420416826900643,0.9256596282562498,-1.6388716701877377,-1.2067654068635565,1.5096268939925788,1.0175716594748905,-0.7025367460220504,0.4752660527304761
1.420416826900643,-0.05487467289965666,-1.030042207415642,-1.5281231851129358,0.32293963238940643,1.0175716594748905,-0.7025367460220504,0.4752660527304761
1.420416826900643,-0.790528374592478,-0.31974116751486165,-0.7247287394894851,-0.2704039984121798,1.0175716594748905,-0.7025367460220504,0.4752660527304761
-0.5251504330534403,-0.6438023955753404,0.6442388152076224,0.31968403982100413,-0.5670758138129729,0.37063868391469534,0.01618748262723873,0.4013571376207081
-0.9417900765448488,-0.4970764165582026,1.6082187979301137,1.3640968191314877,-0.863747629213766,-0.27629429164549985,-0.7025367460220504,0.4752660527304761
